DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20230430,1340,"MK,RLO",STARIG,6,V,4,V,1,V,2,V,5,V,5,V,4,V,20,V,7,V,,,,,,,
20230430,1340,"MK,RLO",TOXDIV,3,FL,15,V,7,V,,,9,FL,15,V,,,,,,,,,,,4,V,
20230430,1340,"MK,RLO",TORARV,1,V,,,,,,,1,V,,,,,,,,,1,V,,,1,V,
20230430,1340,"MK,RLO",GALCAL,1,V,,,,,,,,,,,,,,,,,1,FR,1,V,,,
20230430,1340,"MK,RLO",ACMPAR,1,FL,1,FL,,,2,FL,1,FL,,,1,FL,,,,,,,,,1,FL,
20230430,1340,"MK,RLO",BROSTE,1,FL,,,,,,,,,,,,,,,,,,,1,FL,,,
20230430,1340,"MK,RLO",IRI_SP,1,V,,,,,,,,,,,,,,,,,,,,,,,PURPLE
20230430,1340,"MK,RLO",CALAMA,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20230430,1340,"MK,RLO",AIRCAR,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20230430,1340,"MK,RLO",PSEBEN,,,,,,,1,V,,,,,,,,,,,,,,,,,PSEUDOGNAPHALIUM
20230430,1340,"MK,RLO",ERICAN,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20230430,1340,"MK,RLO",FESBRO,,,,,,,1,FL,,,,,,,,,,,,,,,,,
20230430,1340,"MK,RLO",MADGRA,,,,,,,1,V,,,,,,,1,V,,,1,V,,,,,
20230430,1340,"MK,RLO",CYNECH,,,,,,,1,V,1,V,1,V,1,V,1,V,1,V,,,,,1,V,
20230430,1340,"MK,RLO",BROHOR,,,,,,,1,FL,,,,,,,1,FL,,,,,,,,,
20230430,1340,"MK,RLO",MELTOR,,,,,,,,,4,FL,3,FL,,,1,V,,,,,,,,,
20230430,1340,"MK,RLO",ACMGLA,,,,,,,,,15,V,,,1,V,,,,,,,,,,,
20230430,1340,"MK,RLO",GALAPA,,,,,,,,,1,FR,,,,,,,,,,,,,1,FR,
20230430,1340,"MK,RLO",LATVES,,,,,,,,,,,2,V,,,,,,,3,FL,,,,,
20230430,1340,"MK,RLO",HYPPER,,,,,,,,,,,1,V,,,,,,,,,,,,,
20230430,1340,"MK,RLO",GALPAR,,,,,,,,,,,1,V,,,,,,,,,,,,,
20230430,1340,"MK,RLO",LYSARV,,,,,,,,,,,1,V,,,,,,,,,,,,,
20230430,1340,"MK,RLO",FRAVES,,,,,,,,,,,,,,,,,,,4,V,,,,,
20230430,1340,"MK,RLO",AGR_SP,,,,,,,,,,,,,14,V,,,,,2,V,,,,,AGROSTIS
20230430,1340,"MK,RLO",GERMOL,,,,,,,,,,,,,,,,,,,1,V,,,,,
20230430,1340,"MK,RLO",SANCRA,,,,,,,,,,,,,,,,,,,1,V,,,,,
20230430,1340,"MK,RLO",LACSER,,,,,,,,,,,,,,,,,,,1,V,,,1,V,
20230430,1340,"MK,RLO",HYPRAD,,,,,,,,,,,,,,,,,,,1,V,,,2,V,
20230430,1340,"MK,RLO",BROVUL,,,,,,,,,,,,,,,,,,,1,FL,,,1,FL,
20230430,1340,"MK,RLO",VICSAT,,,,,,,,,,,,,,,,,,,1,FL,,,,,
20230430,1340,"MK,RLO",ELYGLA,,,,,,,,,,,,,,,,,,,,,,,2,V,
20230430,1340,"MK,RLO",BRODIA,,,,,,,,,,,,,,,,,,,,,,,1,FL,
,,,ACMAME,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACMGLA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACMPAR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGOGRACIL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AIRCAR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AVEBAR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,BRIMIN,,,,,,,,,,,,,,,,,,,,,,,,,
